job_id,title,company,experience,salary,location,posted_date,openings,applicants,job_description,skills,job_url,apply_type,apply_link,application_status,questions_asked
300126504266,AI Engineer,"Onemagnify
4.232 Reviews",,,,Posted: 2 days ago,Openings: 1,Applicants: 100+,"We are looking for a highly skilled AI Engineer to join our team at OneMagnify, playing a crucial role in developing and implementing artificial intelligence solutions. The ideal candidate will have a strong background in AI engineering and experience working with various AI technologies.
Roles and Responsibility
Design, develop, and deploy AI models and algorithms to solve complex problems.
Collaborate with cross-functional teams to identify business needs and develop AI solutions.
Develop and maintain large-scale data pipelines and architectures.
Conduct research and stay updated on the latest AI trends and technologies.
Work closely with data scientists to integrate AI models into larger systems.
Ensure high-quality code and adhere to best practices for coding standards.
Job Requirements
Strong proficiency in programming languages such as Python, Java, or C++.
Experience with deep learning frameworks like TensorFlow or PyTorch.
Knowledge of natural language processing, computer vision, or reinforcement learning.
Excellent problem-solving skills and attention to detail.
Ability to work collaboratively in a team environment.
Strong communication and interpersonal skills.


Disclaimer: This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users. We encourage job seekers","Key Skills
algorithmsc++pythonnatural language processingneural networksengineeringmachine learningartificial intelligencedeep learningtensorflowjavacomputer visionpytorchkerasprogrammingopencvcommunication skillsarchitecture | communication skills",https://www.naukri.com/job-listings-ai-engineer-onemagnify-remote-1-to-6-years-300126504266,external_popup,https://onemagnify.wd5.myworkdayjobs.com/OneMagnify_Careers/job/AI-Engineer_R1995,popup_detected,no
300126503289,AI Engineer,Opplane,,,,Posted: 2 days ago,Openings: 1,Applicants: 50+,"We are looking for a highly skilled AI Engineer to join our team at Opplane, playing a crucial role in developing and implementing artificial intelligence solutions. The ideal candidate will have a strong background in AI engineering and excellent problem-solving skills.
Roles and Responsibility
Design, develop, and deploy AI models and algorithms to solve complex problems.
Collaborate with cross-functional teams to identify business needs and develop AI solutions.
Develop and maintain large-scale data pipelines and architectures.
Conduct research and stay updated on the latest AI trends and technologies.
Work closely with data scientists to integrate AI models into larger systems.
Ensure high-quality code and adhere to best practices.
Job Requirements
Strong proficiency in programming languages such as Python, Java, or C++.
Experience with deep learning frameworks like TensorFlow or PyTorch.
Knowledge of computer vision, natural language processing, or reinforcement learning.
Excellent problem-solving skills and attention to detail.
Ability to work collaboratively in a team environment.
Strong communication and interpersonal skills.


Disclaimer: This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users. We encourage job seekers to verify all details directly with the employer via their official channels before applying.","Key Skills
c++javaengineeringprogrammingcommunication skills | communication skills",https://www.naukri.com/job-listings-ai-engineer-opplane-remote-1-to-4-years-300126503289,external_popup,https://opplane.factorialhr.pt/job_posting/ai-engineer-279754,popup_detected,no
261125012951,Gen AI Engineer,"Xebia It Architects
3.1960 Reviews",,,,Posted: 2 weeks ago,Openings: 2,Applicants: 100+,"Job Title: GenAI Lead Developer

Location: Bangalore, Gurgaon, Pune, Chennai

Experience: 2+ years


Key Responsibilities:

Design, develop, and deploy Generative AI solutions using Agentix AI frameworks and AWS Bedrock services / Azure
Build, fine-tune, and optimize LLMs for enterprise use cases.
Develop and integrate AI agents leveraging Agentix AI and Python for automation and decision-making.
Implement end-to-end solutions on AWS cloud (Bedrock, SageMaker, Lambda, API Gateway, etc.), / Azure
Collaborate with cross-functional teams to define use cases, build POCs, and scale AI solutions.
Ensure performance, security, and scalability of deployed GenAI systems.

Required Skills:

Strong hands-on experience in Python (data handling, API integration, backend development).
Expertise in AWS services (AI/ML ecosystem preferred: Bedrock, SageMaker, EC2, Lambda, S3) or Azure
Proven experience working with Agentix AI for developing autonomous AI agents.
Good understanding of LLMs, prompt engineering, and vector databases (e.g., Pinecone, FAISS, Weaviate).
Knowledge of REST APIs, microservices architecture, and containerization (Docker, Kubernetes).
Familiarity with data pipelines, model deployment, and MLOps best practices.

Good to Have:

Experience with LangChain, RAG (Retrieval Augmented Generation), or similar frameworks.
Knowledge of transformer architectures, NLP techniques, and fine-tuning methods.
Exposure to generative AI applications like chatbots, copilots, and autonomous systems.

Qualifications:

Bachelors/Masters in Computer Science, AI/ML, Data Science, or related field.","Key Skills
Skills highlighted with ‘‘ are preferred keyskills
AzureAWS BedrockPython
Retrieval Augmented Generation",https://www.naukri.com/job-listings-gen-ai-engineer-xebia-it-architects-pune-gurugram-bengaluru-2-to-7-years-261125012951,inline_apply,https://www.naukri.com/job-listings-gen-ai-engineer-xebia-it-architects-pune-gurugram-bengaluru-2-to-7-years-261125012951,inline_form,yes
140126025192,Gen AI Engineer,Geeky Bee AI Pvt Ltd,,,,Posted: 2 weeks ago,Openings: 5,Applicants: 100+,"Were seeking a forward-thinking Gen AI Engineer to design, implement, and optimize cutting-edge agentic AI solutions using frameworks such as Crew.ai, LangChain, and LangGraph. You will work at the intersection of LLMs, Retrieval-Augmented Generation (RAG) systems, and NLP, enabling impactful AI applications across diverse domains.

Key Responsibilities

Design and deploy autonomous AI agents and multi-agent systems using LLMs such as GPT-4o, Claude, and LLaMA, leveraging Crew.ai, LangChain (and LangGraph).
Own the AI solution lifecycle, including data acquisition, model experimentation, fine-tuning, deployment, and production monitoring.
Develop scalable AI backends and pipelines using Python with frameworks like PyTorch or TensorFlow, deploying via REST APIs (FastAPI) on cloud platforms like AWS or Azure.
Implement RAG-based systems by integrating open-source LLMs (via Hugging Face or Ollama) with vector databases (e.g., Pinecone, ChromaDB) and structured data stores (SQL/NoSQL).
Collaborate with cross-functional teams to ensure reliable, maintainable, and impactful AI solutions.

Required Skills & Experience

2 to 5 years of experience in AI/ML, NLP, Generative AI, with a focus on agentic AI systems.
Strong proficiency in Python and hands-on experience building RAG systems and deploying open-source LLMs.
Experience developing AI-driven backends and services with a strong understanding of scalability and performance.
Familiarity with vector search technologies, database integration, and cloud-native architectures.
Excellent communication and collaboration skills; ability to work effectively in a team environment.

Education

B.Tech/B.E. or M.Tech/M.E. in Computer Science, AI/ML, or a related field.



Role: Gen AI Engineer

Designation: AI Developer

Experience: 2-5 Years (AI/ML, NLP, Generative AI):

Location: Pune","Key Skills
Skills highlighted with ‘‘ are preferred keyskills
LangchainLLMsAgentic AiLanggraphRAG System
TensorflowCrewaiCloud ServicesAI AgentsNatural Language ProcessingJIRADeep LearningSDLCSQLPytorchPrompt EngineeringGITVector DatabaseTransformersFastAPIOCRPython",https://www.naukri.com/job-listings-gen-ai-engineer-geeky-bee-ai-pvt-ltd-pune-2-to-5-years-140126025192,inline_apply,https://www.naukri.com/job-listings-gen-ai-engineer-geeky-bee-ai-pvt-ltd-pune-2-to-5-years-140126025192,inline_form,yes
181125502188,AI Engineer,Pulsepoint,,,,Posted: 3+ weeks ago,Openings: 1,Applicants: 100+,"Description

AI Engineer Job Description

About PulsePoint:
PulsePoint is a fast-growing AdTech company using real-time data to transform healthcare. We help brands and agencies interpret the hard-to-read signals across their customers health journey to produce the most complete view of the customer. Our award-winning platforms use machine learning to activate this data, enabling easy, instantaneous marketing, predictive analytics, and decision support.
In this role, you will:
Design, develop, and maintain LLM-based AI components to improve the efficiency of internal teams and user-facing communications, spanning from data retrieval to chat interfaces.
Experiment and evaluate new frameworks, models, and architectures emerging in the area.
Improve the underlying data infrastructure to address the challenges posed by LLM usage.
Partner with cross-functional teams of analysts, software engineers, and user-facing departments to identify relevant use cases and design appropriate solutions.
Contribute to the technical vision for the foundation of generative AI systems in PulsePoint.
You will be a part of the Core Engineering team , which is responsible for the development and maintenance of the PulsePoint Exchange and Life Advertising platform:
Handles hundreds of thousands of transactions per second, billions of times each month.
Evaluates, selects, and optimizes ad-serving based on advanced statistics and machine learning.
Returns responses collected from dozens of parties in milliseconds.
Constantly evolves to meet market demands that change in days and weeks, not months/years.
Factors thousands of data points in every serving decision.
We re small enough that you can own something and have a direct impact, but big enough that you don t have to do it alone. We are flexible enough to accommodate your interests as they evolve and find the best application for your passion at the moment.
The company and the team have a flat hierarchy, with technical management writing code and direct access to business, product, and operations.
Lastly, our engineers have lots of empowerment and freedom of action (but we don t water down our responsibilities or expectations).
Basic Qualifications:
Python experience, experience with basic data manipulation packages like numpy and pandas, solid SQL skills, and understanding TDD principles.
Independence, initiative, commitment, and responsibility to what you have tamed.
Excellent problem-solving and critical thinking: you will need to figure out your own mistakes, and sometimes not just yours, especially in such a new field.
Preferred Qualifications:
Experience developing, delivering, and supporting AI and ML algorithms or technologies (e.g. LLM Inference, Embeddings, and VectorDBs, ranking algorithms, and time series analysis).
Experience with k8s, as we are mostly self-hosted.
Java Python proficiency.","Key Skills
BasicTechnical managementUsageTDDTime series analysisdata manipulationMachine learningHealthcareSQLPython",https://www.naukri.com/job-listings-ai-engineer-pulsepoint-remote-1-to-4-years-181125502188,external_popup,https://jobs.jobvite.com/pulsepoint/job/oGSRyfwH,popup_detected,no
101225501937,Gen AI Engineer,"Exponentia Datalabs
3.6185 Reviews",,,,Posted: 3+ weeks ago,Openings: 1,Applicants: 100+,"We are looking for a Tech Lead - AI Agentic Systems to lead the design and delivery of next-generation AI applications and platforms. The ideal candidate will be an experienced hands-on technologist and mentor, with a deep understanding of Generative AI, Agentic AI, Databricks, MLOps, and cloud-native architecture. This role combines strategic technical leadership, hands-on development, and team enablement to build scalable, intelligent systems from LLM-powe'red solutions to multi-agent ecosystems that integrate seamlessly with enterprise systems.
Key Responsibilities
Technical Leadership
Lead a team of AI engineers and data scientists to architect, develop, and deploy intelligent AI systems.
Drive end-to-end design of LLM-based, multi-agent, and autonomous AI frameworks, ensuring scalability, governance, and security.
Mentor junior engineers, conduct code reviews, and enforce engineering best practices.
Partner with product, data, and cloud teams to align technical delivery with business outcomes.
Architecture Solution Design
Define architectural blueprints for RAG pipelines, MCP-based agentic systems, and AI integration layers.
Lead implementation of Databricks Lakehouse-based MLOps pipelines using MLflow, Delta Lake, and Feature Store.
Architect high-availability AI workloads across AWS / Azure / GCP environments.
Innovation Implementation
Build and orchestrate AI agents using LangChain, CrewAI, AutoGen, LangGraph, or Semantic Kernel.
Establish frameworks for tool invocation, agent collaboration, and Model Context Protocol (MCP) communication.
Drive experimentation with new AI techniques multi-modal models, autonomous planning, or symbolic reasoning.
Governance Quality
Implement best practices for Responsible AI, observability, and model explainability.
Define AI evaluation frameworks, safety protocols, and quality assurance mechanisms for LLMs and agents.
Ensure compliance with organizational and cloud governance policies.","Key Skills
ArchitectManager Quality AssuranceArchitectureArtificial IntelligenceCloudTechnical leadershipMCPmicrosoftAWSPython",https://www.naukri.com/job-listings-gen-ai-engineer-exponentia-datalabs-pvt-ltd-pune-2-to-6-years-101225501937,external_popup,https://careers.exponentia.ai/exponentia/jobview/gen-ai-engineer-pune-maharashtra-india-2025120918240213,popup_detected,no
040225514997,AI Engineer,"Accely
4.643 Reviews",,,,Posted: 3+ weeks ago,Openings: 1,Applicants: 100+,"Job description
The AI Lead will be responsible for managing the end-to-end development of AI projects, from initial concept through to deployment and evaluation. This includes defining product builds, plans, and roadmaps, as well as leading a team of AI engineers and data scientists to develop cutting-edge AI solutions. The ideal candidate will possess a deep understanding of large language models (LLMs), AI architectures, and the latest trends and technologies in artificial intelligence and machine learning.
Job responsibilities
Lead the development and implementation of AI strategies and roadmaps, ensuring alignment with business objectives.
Manage the end-to-end lifecycle of AI projects, including requirement gathering, design, development, testing, deployment, and evaluation.
Stay abreast of the latest AI technologies and methodologies, including LLMs, neural networks, and machine learning algorithms, to drive innovation within the company.
Collaborate with cross-functional teams, including IT, sales, and product development, to integrate AI solutions into existing and new service offerings.
Lead, mentor, and develop a team of AI engineers and data scientists, fostering a culture of innovation and continuous learning.
Engage with clients to understand their business challenges and develop AI-driven solutions that deliver measurable value.
Ensure the ethical use of AI, including considerations for data privacy, security, and fairness.
Minimize job description","Key Skills
Usagedevelopment testingNeural networksArtificial IntelligenceMachine learningDesign developmentIT salesDeploymentMentordata privacy",https://www.naukri.com/job-listings-ai-engineer-accely-consulting-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-040225514997,external_popup,https://www.accely.com/in-en/careers/,popup_detected,yes
270825501819,AI Engineer,Sysfort Systems,,,,Posted: 3+ weeks ago,Openings: 1,Applicants: 100+,"1 year of experience developing and training machine learning models using structured and unstructured data.
Experience with LLMs, transformers, and generative AI (e.g., GPT, Claude, etc.).
Knowledge of AI/LLM stacks such as LangChain, LangGraph, and vector databases.
Exposure to conversational interfaces, AI copilots, and agent-based automation.
Experience with deploying models in production environments (e.g., MLflow).
Strong programming skills in Python (with libraries TensorFlow, PyTorch, scikit-learn, NumPy, etc.).
Solid understanding of machine learning fundamentals, deep learning architectures, natural language processing, and computer vision.
Knowledge of data processing frameworks (e.g., Pandas, Spark) and databases (SQL, NoSQL).
Job Category: Artificial intelligence
Job Type: Full Time
Job Location: Pune
Apply for this position Allowed Type(s): .pdf, .doc, .docx By using this form you agree with the storage and handling of your data by this website. *","Key Skills
Computer visionAutomationPDFNoSQLArtificial IntelligenceMachine learningData processingNatural language processingSQLPython",https://www.naukri.com/job-listings-ai-engineer-sysfort-pune-1-to-6-years-270825501819,external_popup,https://sysfort.com/jobs/ai-engineer/,popup_detected,yes
080825503562,AI Engineer,No Limit Technology,,,,Posted: 3+ weeks ago,Openings: 1,Applicants: 100+,"This is a remote position.
About the Role

Were seeking a Full stack Engineer (leaning backend) with solid experience in AI Ops, AI/ML model integration, and a strong understanding of LLM architectures. As a key member of our IT Innovation Experimentation Team, youll help us develop and deploy cutting-edge solutions that leverage AI to address important challenges. Youll work closely with a talented team of product managers, engineers, and automation specialists, participating in rapid experiments and prototypes to drive our projects forward.

What You ll Do

Design, build, and maintain robust backend services (ideally in Nest.js/TypeScript, but were open to discussing your preferred tech stack) that power our AI-driven applications.

Integrate, optimize, and deploy AI/ML models and prompts, with a focus on LLMs and AI Ops best practices.

Collaborate with our skilled frontend engineers (React/TypeScript/Blazor/C#) to create user-friendly and impactful experiences.

Take ownership of projects from concept to launch proactively identifying opportunities, developing effective solutions, and driving them to completion.

Stay current with the latest advancements in AI/ML, sharing your knowledge and insights with the team.

Contribute to a culture of experimentation, continuous learning, and constructive feedback.

Communicate clearly and effectively with teammates, fostering a collaborative and supportive environment.

Work closely with technical product managers and other engineers to deliver rapid experiments and prototypes, addressing key questions and accelerating our progress.

Share your expertise and enthusiasm with others, contributing to a positive and growth-oriented team dynamic.

Maintain a professional and responsive presence in our fully remote setting.

What We re Looking For

Proven experience building and scaling backend systems (Nest.js/TypeScript/ Python/Jupyter experience is a plus).

Solid understanding of AI Ops and MLOps principles, with practical experience deploying and managing AI/ML models.

Hands-on experience with LLM architectures (e.g., OpenAI, Hugging Face, custom models).

Fullstack skills comfortable working across the stack, even if your primary focus is backend.

A proactive and solutions-oriented mindset; youre not afraid to take initiative and tackle challenges.

Strong communication and collaboration skills; you enjoy working as part of a team.

A commitment to continuous learning and professional development in the field of AI/ML.

Excellent interpersonal skills and a collaborative spirit. We value team members who are positive, respectful, and contribute to a supportive work environment.

A genuine interest in our mission and a desire to use your skills to make a difference.




Requirements
Must Have Skills:

Full stack Engineer (leaning backend)

Proven experience building and scaling backend systems (Nest.js/TypeScript/ Python/Jupyter experience is a plus).

Solid understanding of AI Ops and MLOps principles, with practical experience deploying and managing AI/ML models.

Hands-on experience with LLM architectures (e.g., OpenAI, Hugging Face, custom models).

Fullstack skills comfortable working across the stack, even if your primary focus is backend.

A proactive and solutions-oriented mindset; youre not afraid to take initiative and tackle challenges.

Strong communication and collaboration skills; you enjoy working as part of a team.

A commitment to continuous learning and professional development in the field of AI/ML.

Excellent interpersonal skills and a collaborative spirit. We value team members who are positive, respectful, and contribute to a supportive work environment.","Key Skills
BackendAutomationInterpersonal skillsUsageFront endFocusJavascriptDeploymentManagementPython | Interpersonal skills",https://www.naukri.com/job-listings-ai-engineer-no-limit-technology-remote-1-to-3-years-080825503562,external_popup,https://nolimitstaffing.zohorecruit.com/recruit/PortalDetail.na?iframe=true&digest=Aj98tVjKr5H2j0B4Yw55dnGAUnkE7bVo.a85bxdBEmQ-&widgetid=371351000000072311&jobid=474875000014941003,popup_detected,no
280725500439,Generative AI Engineer,"Elevati Infotech
4.412 Reviews",,,,Posted: 3+ weeks ago,Openings: 1,Applicants: 100+,"Elevati is looking for hands-on Generative AI Engineers who love solving real-world problems with automation and AI. If you enjoy experimenting with new tools, building scalable solutions, and seeing your work in action this role is for you.
Experience: 1 to 3 Years of experience in Generative AI
What You ll Work On
End-to-end automation and AI workflows using tools like Make.com, n8n, Zapier, Retool, Bubble, and LangChain
Deploying and fine-tuning LLMs (GPT-4, Claude, Mistral, LLaMA, etc.) for custom business applications
Building and integrating AI chatbots and assistants using RAG (Retrieval-Augmented Generation), Vector DBs (Pinecone, Weaviate, Chroma)
Developing workflows with Twilio, Vapi, Voiceflow, Whisper, and speech-to-text APIs
Leveraging platforms like OpenAI, Hugging Face, Google Vertex AI, Azure OpenAI, Anthropic
Working with PostgreSQL, Firebase, Supabase, MongoDB, and SQL/NoSQL
Front-end integrations with tools like Next.js, React, or Streamlit
Version control and deployments using GitHub, Docker, Railway, Render, Vercel, or Cloudflare Workers
What You Bring
Hands-on experience in automation platforms, LLM APIs, and low-code/no-code tools
Familiarity with prompt engineering, agent frameworks, and chaining models
Strong knowledge of APIs, webhooks, and full-stack development basics
Ability to work independently and take ownership of entire projects
Passion for AI, constant learning, and building innovative solutions
Bonus: Exposure to multi-modal AI, image/video generation, or agent-based architectures (AutoGen, CrewAI, LangGraph)
Why Join Elevati
Work on real, high-impact AI products
Freedom to innovate and experiment
Be part of a forward-thinking, fast-moving team
Office located in the heart of Punes tech hub Baner","Key Skills
AutomationgithubFront endVersion controlNoSQLPostgresqlJavascriptMongoDBBusiness applicationsSQL",https://www.naukri.com/job-listings-generative-ai-engineer-elevati-infotech-pvt-ltd-vapi-pune-1-to-3-years-280725500439,external_popup,https://elevatitech.com/careers,popup_detected,yes
